innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kolkata Knight Riders,CA Lynn,22,16,4,0,137.5,b RA Jadeja,1
1,Kolkata Knight Riders,SP Narine,12,4,0,2,300.0,c SK Raina b Harbhajan Singh,2
1,Kolkata Knight Riders,RV Uthappa,29,16,2,3,181.25,run out (),3
1,Kolkata Knight Riders,N Rana,16,14,2,0,114.29,c MS Dhoni b SR Watson,4
1,Kolkata Knight Riders,KD Karthik,26,25,2,1,104.0,lbw b SR Watson,5
1,Kolkata Knight Riders,RK Singh,2,4,0,0,50.0,c DJ Bravo b SN Thakur,6
1,Kolkata Knight Riders,AD Russell,88,36,1,11,244.44,not out,7
1,Kolkata Knight Riders,TK Curran,2,5,0,0,40.0,not out,8
2,Chennai Super Kings,SR Watson,42,19,3,3,221.05,c RK Singh b TK Curran,1
2,Chennai Super Kings,AT Rayudu,39,26,3,2,150.0,c Shivam Mavi b Kuldeep Yadav,2
2,Chennai Super Kings,SK Raina,14,12,0,1,116.67,c R Vinay Kumar b SP Narine,3
2,Chennai Super Kings,MS Dhoni,25,28,1,1,89.29,c KD Karthik b PP Chawla,4
2,Chennai Super Kings,SW Billings,56,23,2,5,243.48,c RV Uthappa b TK Curran,5
2,Chennai Super Kings,RA Jadeja,11,7,0,1,157.14,not out,6
2,Chennai Super Kings,DJ Bravo,11,5,0,1,220.0,not out,7
