match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Sunrisers Hyderabad,D Padikkal,56,42,8,0,133.33,b V Shankar
3,Sunrisers Hyderabad,AJ Finch,29,27,1,2,107.41,lbw b Abhishek Sharma
3,Sunrisers Hyderabad,V Kohli,14,13,0,0,107.69,c Rashid Khan b T Natarajan
3,Sunrisers Hyderabad,AB de Villiers,51,30,4,2,170.0,run out ()
3,Sunrisers Hyderabad,S Dube,7,8,0,0,87.5,run out ()
3,Sunrisers Hyderabad,JR Philippe,1,2,0,0,50.0,not out
6,Kings XI Punjab,D Padikkal,1,2,0,0,50.0,c Ravi Bishnoi b SS Cottrell
6,Kings XI Punjab,AJ Finch,20,21,3,0,95.24,b Ravi Bishnoi
6,Kings XI Punjab,JR Philippe,0,3,0,0,0.0,lbw b Mohammed Shami
6,Kings XI Punjab,V Kohli,1,5,0,0,20.0,c Ravi Bishnoi b SS Cottrell
6,Kings XI Punjab,AB de Villiers,28,18,4,1,155.56,c SN Khan b M Ashwin
6,Kings XI Punjab,Washington Sundar,30,27,2,1,111.11,c MA Agarwal b Ravi Bishnoi
6,Kings XI Punjab,S Dube,12,12,0,1,100.0,b GJ Maxwell
6,Kings XI Punjab,UT Yadav,0,2,0,0,0.0,b Ravi Bishnoi
6,Kings XI Punjab,Navdeep Saini,6,7,1,0,85.71,b M Ashwin
6,Kings XI Punjab,DW Steyn,1,2,0,0,50.0,not out
6,Kings XI Punjab,YS Chahal,1,3,0,0,33.33,lbw b M Ashwin
10,Mumbai Indians,D Padikkal,54,40,5,2,135.0,c KA Pollard b TA Boult
10,Mumbai Indians,AJ Finch,52,35,7,1,148.57,c KA Pollard b TA Boult
10,Mumbai Indians,V Kohli,3,11,0,0,27.27,c RG Sharma b RD Chahar
10,Mumbai Indians,AB de Villiers,55,24,4,4,229.17,not out
10,Mumbai Indians,S Dube,27,10,1,3,270.0,not out
15,Rajasthan Royals,D Padikkal,63,45,6,1,140.0,b JC Archer
15,Rajasthan Royals,AJ Finch,8,7,2,0,114.29,lbw b S Gopal
15,Rajasthan Royals,V Kohli,72,53,7,2,135.85,not out
15,Rajasthan Royals,AB de Villiers,12,10,1,0,120.0,not out
19,Delhi Capitals,D Padikkal,4,6,0,0,66.67,c MP Stoinis b R Ashwin
19,Delhi Capitals,AJ Finch,13,14,1,0,92.86,c RR Pant b AR Patel
19,Delhi Capitals,V Kohli,43,39,2,1,110.26,c RR Pant b K Rabada
19,Delhi Capitals,AB de Villiers,9,6,2,0,150.0,c S Dhawan b A Nortje
19,Delhi Capitals,MM Ali,11,13,1,0,84.62,c SO Hetmyer b AR Patel
19,Delhi Capitals,Washington Sundar,17,11,3,0,154.55,c R Ashwin b K Rabada
19,Delhi Capitals,S Dube,11,12,0,1,91.67,b K Rabada
19,Delhi Capitals,I Udana,1,3,0,0,33.33,c SS Iyer b K Rabada
19,Delhi Capitals,Navdeep Saini,12,12,1,0,100.0,not out
19,Delhi Capitals,Mohammed Siraj,5,4,1,0,125.0,b A Nortje
19,Delhi Capitals,YS Chahal,0,0,0,0,0.0,not out
25,Chennai Super Kings,D Padikkal,33,34,2,1,97.06,c F du Plessis b SN Thakur
25,Chennai Super Kings,AJ Finch,2,9,0,0,22.22,b DL Chahar
25,Chennai Super Kings,V Kohli,90,52,4,4,173.08,not out
25,Chennai Super Kings,AB de Villiers,0,2,0,0,0.0,c MS Dhoni b SN Thakur
25,Chennai Super Kings,Washington Sundar,10,10,0,1,100.0,c MS Dhoni b SM Curran
25,Chennai Super Kings,S Dube,22,14,2,1,157.14,not out
28,Kolkata Knight Riders,AJ Finch,47,37,4,1,127.03,b M Prasidh Krishna
28,Kolkata Knight Riders,D Padikkal,32,23,4,1,139.13,b AD Russell
28,Kolkata Knight Riders,V Kohli,33,28,1,0,117.86,not out
28,Kolkata Knight Riders,AB de Villiers,73,33,5,6,221.21,not out
31,Kings XI Punjab,AJ Finch,20,18,2,1,111.11,b M Ashwin
31,Kings XI Punjab,D Padikkal,18,12,1,1,150.0,c N Pooran b Arshdeep Singh
31,Kings XI Punjab,V Kohli,48,39,3,0,123.08,c KL Rahul b Mohammed Shami
31,Kings XI Punjab,Washington Sundar,13,14,1,0,92.86,c CJ Jordan b M Ashwin
31,Kings XI Punjab,S Dube,23,19,0,2,121.05,c KL Rahul b CJ Jordan
31,Kings XI Punjab,AB de Villiers,2,5,0,0,40.0,c DJ Hooda b Mohammed Shami
