match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
3,Sunrisers Hyderabad,DW Steyn,3.4,0,33,1,9.0,9
3,Sunrisers Hyderabad,Navdeep Saini,4.0,0,25,2,6.25,9
3,Sunrisers Hyderabad,S Dube,3.0,0,15,2,5.0,6
3,Sunrisers Hyderabad,UT Yadav,4.0,0,48,0,12.0,7
3,Sunrisers Hyderabad,Washington Sundar,1.0,0,7,0,7.0,4
3,Sunrisers Hyderabad,YS Chahal,4.0,0,18,3,4.5,10
6,Kings XI Punjab,DW Steyn,4.0,0,57,0,14.25,5
6,Kings XI Punjab,Navdeep Saini,4.0,0,37,0,9.25,7
6,Kings XI Punjab,S Dube,3.0,0,33,2,11.0,3
6,Kings XI Punjab,UT Yadav,3.0,0,35,0,11.67,6
6,Kings XI Punjab,Washington Sundar,2.0,0,13,0,6.5,2
6,Kings XI Punjab,YS Chahal,4.0,0,25,1,6.25,8
10,Mumbai Indians,A Zampa,4.0,0,53,1,13.25,3
10,Mumbai Indians,I Udana,4.0,0,45,2,11.25,7
10,Mumbai Indians,Navdeep Saini,4.0,0,43,0,10.75,8
10,Mumbai Indians,Washington Sundar,4.0,0,12,1,3.0,13
10,Mumbai Indians,YS Chahal,4.0,0,48,1,12.0,2
15,Rajasthan Royals,A Zampa,3.0,0,27,0,9.0,3
15,Rajasthan Royals,I Udana,4.0,0,41,2,10.25,8
15,Rajasthan Royals,Navdeep Saini,4.0,1,37,1,9.25,10
15,Rajasthan Royals,S Dube,1.0,0,4,0,4.0,2
15,Rajasthan Royals,Washington Sundar,4.0,0,20,0,5.0,8
15,Rajasthan Royals,YS Chahal,4.0,0,24,3,6.0,9
19,Delhi Capitals,I Udana,4.0,0,40,1,10.0,2
19,Delhi Capitals,MM Ali,2.0,0,21,1,10.5,2
19,Delhi Capitals,Mohammed Siraj,4.0,0,34,2,8.5,11
19,Delhi Capitals,Navdeep Saini,3.0,0,48,0,16.0,3
19,Delhi Capitals,Washington Sundar,4.0,0,20,0,5.0,9
19,Delhi Capitals,YS Chahal,3.0,0,29,0,9.67,4
25,Chennai Super Kings,CH Morris,4.0,0,19,3,4.75,14
25,Chennai Super Kings,I Udana,4.0,0,30,1,7.5,5
25,Chennai Super Kings,Navdeep Saini,4.0,0,18,0,4.5,16
25,Chennai Super Kings,S Dube,1.0,0,14,0,14.0,0
25,Chennai Super Kings,Washington Sundar,3.0,0,16,2,5.33,7
25,Chennai Super Kings,YS Chahal,4.0,0,35,1,8.75,6
28,Kolkata Knight Riders,CH Morris,4.0,0,17,2,4.25,10
28,Kolkata Knight Riders,I Udana,2.0,0,19,1,9.5,4
28,Kolkata Knight Riders,Mohammed Siraj,3.0,0,24,1,8.0,9
28,Kolkata Knight Riders,Navdeep Saini,3.0,0,17,1,5.67,8
28,Kolkata Knight Riders,Washington Sundar,4.0,0,20,2,5.0,7
28,Kolkata Knight Riders,YS Chahal,4.0,0,12,1,3.0,11
31,Kings XI Punjab,CH Morris,4.0,0,22,0,5.5,12
31,Kings XI Punjab,I Udana,2.0,0,14,0,7.0,3
31,Kings XI Punjab,Mohammed Siraj,3.0,0,44,0,14.67,2
31,Kings XI Punjab,Navdeep Saini,4.0,0,21,0,5.25,13
31,Kings XI Punjab,Washington Sundar,4.0,0,38,0,9.5,5
31,Kings XI Punjab,YS Chahal,3.0,0,35,1,11.67,8
33,Rajasthan Royals,CH Morris,4.0,0,26,4,6.5,12
33,Rajasthan Royals,I Udana,3.0,0,43,0,14.33,4
33,Rajasthan Royals,Navdeep Saini,4.0,0,30,0,7.5,6
33,Rajasthan Royals,Shahbaz Ahmed,2.0,0,18,0,9.0,3
33,Rajasthan Royals,Washington Sundar,3.0,0,25,0,8.33,7
33,Rajasthan Royals,YS Chahal,4.0,0,34,2,8.5,8
39,Kolkata Knight Riders,CH Morris,4.0,0,16,0,4.0,14
39,Kolkata Knight Riders,I Udana,1.0,0,6,0,6.0,3
39,Kolkata Knight Riders,Mohammed Siraj,4.0,1,8,3,2.0,15
39,Kolkata Knight Riders,Navdeep Saini,3.0,0,23,1,7.67,11
39,Kolkata Knight Riders,Washington Sundar,4.0,1,14,1,3.5,14
39,Kolkata Knight Riders,YS Chahal,4.0,0,15,2,3.75,13
44,Chennai Super Kings,CH Morris,3.4,0,36,1,9.82,10
44,Chennai Super Kings,MM Ali,2.0,0,17,0,8.5,3
44,Chennai Super Kings,Mohammed Siraj,2.0,0,29,0,14.5,3
44,Chennai Super Kings,Navdeep Saini,3.0,0,19,0,6.33,10
44,Chennai Super Kings,Washington Sundar,4.0,0,27,0,6.75,8
44,Chennai Super Kings,YS Chahal,4.0,0,21,1,5.25,6
48,Mumbai Indians,CH Morris,4.0,0,36,1,9.0,10
48,Mumbai Indians,DW Steyn,4.0,0,43,0,10.75,9
48,Mumbai Indians,Mohammed Siraj,3.1,0,28,2,8.84,9
48,Mumbai Indians,Washington Sundar,4.0,0,20,0,5.0,10
48,Mumbai Indians,YS Chahal,4.0,0,37,2,9.25,8
52,Sunrisers Hyderabad,CH Morris,2.0,0,19,0,9.5,4
52,Sunrisers Hyderabad,I Udana,3.0,0,20,1,6.67,8
52,Sunrisers Hyderabad,Mohammed Siraj,1.0,0,12,0,12.0,3
52,Sunrisers Hyderabad,Navdeep Saini,2.0,0,30,1,15.0,5
52,Sunrisers Hyderabad,Washington Sundar,3.0,0,21,1,7.0,7
52,Sunrisers Hyderabad,YS Chahal,3.1,0,19,2,6.0,8
55,Delhi Capitals,CH Morris,2.0,0,19,0,9.5,3
55,Delhi Capitals,I Udana,2.0,0,24,0,12.0,1
55,Delhi Capitals,Mohammed Siraj,3.0,0,29,1,9.67,8
55,Delhi Capitals,Shahbaz Ahmed,4.0,0,26,2,6.5,5
