innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,HH Gibbs,46,4.5
1,Deccan Chargers,2,VVS Laxman,66,8.1
1,Deccan Chargers,3,AC Gilchrist,127,14.1
1,Deccan Chargers,4,SB Styris,147,16.3
1,Deccan Chargers,5,RG Sharma,172,19.2
1,Deccan Chargers,6,Y Venugopal Rao,174,19.6
2,Royal Challengers Bangalore,1,JD Ryder,0,1.1
2,Royal Challengers Bangalore,2,JH Kallis,19,4.5
2,Royal Challengers Bangalore,3,RV Uthappa,38,8.2
2,Royal Challengers Bangalore,4,KP Pietersen,62,11.3
2,Royal Challengers Bangalore,5,R Dravid,115,16.4
2,Royal Challengers Bangalore,6,R Bishnoi,123,17.3
2,Royal Challengers Bangalore,7,KV Sharma,134,18.4
2,Royal Challengers Bangalore,8,V Kohli,158,20.4
