innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Delhi Capitals,1,PP Shaw,40,27,S Dhawan,43,35,88,61
1,Delhi Capitals,2,PP Shaw,8,4,RR Pant,5,3,13,7
1,Delhi Capitals,3,RR Pant,5,5,SS Iyer,2,3,7,8
1,Delhi Capitals,4,SO Hetmyer,17,15,SS Iyer,16,15,35,30
1,Delhi Capitals,5,RV Patel,7,7,SO Hetmyer,12,7,21,14
1,Delhi Capitals,6,RV Patel,7,7,SO Hetmyer,12,7,21,14
2,Royal Challengers Bangalore,1,V Kohli,3,4,D Padikkal,0,1,3,5
2,Royal Challengers Bangalore,2,V Kohli,1,4,KS Bharat,0,4,3,8
2,Royal Challengers Bangalore,3,KS Bharat,22,18,AB de Villiers,26,26,49,44
2,Royal Challengers Bangalore,4,KS Bharat,56,30,GJ Maxwell,51,33,111,63
