innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,N Saini,14,3.4
1,Kings XI Punjab,2,PC Valthaty,27,5.6
1,Kings XI Punjab,3,SE Marsh,57,9.1
1,Kings XI Punjab,4,DA Miller,94,14.6
1,Kings XI Punjab,5,DJ Hussey,105,15.6
1,Kings XI Punjab,6,Mandeep Singh,149,20.1
2,Royal Challengers Bangalore,1,MA Agarwal,4,2.2
2,Royal Challengers Bangalore,2,V Kohli,8,2.6
2,Royal Challengers Bangalore,3,SS Tiwary,25,6.1
2,Royal Challengers Bangalore,4,CH Gayle,156,18.4
2,Royal Challengers Bangalore,5,AB de Villiers,158,19.3
