match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2013-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",8,6,1,0,133.33,not out,7
6,2013-04-07,Kings XI Punjab,Subrata Roy Sahara Stadium,4,4,1,0,100.0,c AC Gilchrist b P Awana,6
13,2013-04-11,Rajasthan Royals,Subrata Roy Sahara Stadium,1,1,0,0,100.0,not out,5
15,2013-04-13,Mumbai Indians,Wankhede Stadium,19,18,0,1,105.56,c RG Sharma b PP Ojha,6
22,2013-04-17,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,20,24,1,0,83.33,c DW Steyn b A Mishra,5
46,2013-05-02,Royal Challengers Bangalore,Subrata Roy Sahara Stadium,32,19,0,3,168.42,c CH Gayle b R Vinay Kumar,6
50,2013-05-05,Rajasthan Royals,Sawai Mansingh Stadium,18,15,2,0,120.0,c AM Rahane b JP Faulkner,5
56,2013-05-09,Kolkata Knight Riders,Subrata Roy Sahara Stadium,40,28,0,4,142.86,c MK Tiwary b SP Narine,5
58,2013-05-11,Mumbai Indians,Subrata Roy Sahara Stadium,0,2,0,0,0.0,run out (SR Tendulkar),5
71,2013-05-19,Delhi Daredevils,Subrata Roy Sahara Stadium,30,22,0,2,136.36,not out,5
