innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,SP Goswami,15,3.6
1,Royal Challengers Bangalore,2,MK Pandey,17,5.3
1,Royal Challengers Bangalore,3,V Kohli,20,6.4
1,Royal Challengers Bangalore,4,EJG Morgan,35,8.2
1,Royal Challengers Bangalore,5,R Dravid,73,13.1
1,Royal Challengers Bangalore,6,RV Uthappa,110,18.3
1,Royal Challengers Bangalore,7,RE van der Merwe,112,18.6
2,Kolkata Knight Riders,1,MK Tiwary,101,12.4
2,Kolkata Knight Riders,2,BJ Hodge,112,14.6
2,Kolkata Knight Riders,3,SC Ganguly,133,19.2
