match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
5,2023-04-02,Mumbai Indians,"M Chinnaswamy Stadium, Bengaluru",2.0,0,16,1,8.0,6,0,0
9,2023-04-06,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,34,1,11.33,3,0,0
60,2023-05-14,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",3.0,0,16,2,5.33,10,0,0
65,2023-05-18,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2.0,0,13,2,6.5,5,0,0
70,2023-05-21,Gujarat Titans,"M Chinnaswamy Stadium, Bengaluru",1.0,0,16,0,16.0,2,0,0
