match_number,date,opponent,venue,result,margin
5,2012-04-07,Delhi Daredevils,M Chinnaswamy Stadium,won,by 20 runs
10,2012-04-10,Kolkata Knight Riders,M Chinnaswamy Stadium,lost,by 42 runs
13,2012-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",lost,by 5 wickets
18,2012-04-15,Rajasthan Royals,M Chinnaswamy Stadium,lost,by 59 runs
21,2012-04-17,Pune Warriors,M Chinnaswamy Stadium,won,by 6 wickets
25,2012-04-20,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",won,by 5 wickets
30,2012-04-23,Rajasthan Royals,Sawai Mansingh Stadium,won,by 46 runs
38,2012-04-28,Kolkata Knight Riders,Eden Gardens,lost,by 47 runs
44,2012-05-02,Kings XI Punjab,M Chinnaswamy Stadium,lost,by 4 wickets
50,2012-05-06,Deccan Chargers,M Chinnaswamy Stadium,won,by 5 wickets
54,2012-05-09,Mumbai Indians,Wankhede Stadium,won,by 9 wickets
57,2012-05-11,Pune Warriors,Subrata Roy Sahara Stadium,won,by 35 runs
62,2012-05-14,Mumbai Indians,M Chinnaswamy Stadium,lost,by 5 wickets
67,2012-05-17,Delhi Daredevils,Feroz Shah Kotla,won,by 21 runs
71,2012-05-20,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",lost,by 9 runs
