match_number,date,opponent,catches,stumpings,run_outs
35,2008-05-13,Kolkata Knight Riders,1,0,0
40,2008-05-17,Kings XI Punjab,1,0,0
43,2008-05-19,Royal Challengers Bangalore,0,0,2
57,2008-05-30,Rajasthan Royals,1,0,0
