match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2008-04-19,Rajasthan Royals,Feroz Shah Kotla,4.0,0,11,2,2.75,10,0,0
7,2008-04-22,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",4.0,0,36,2,9.0,10,1,0
13,2008-04-27,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",3.0,0,31,0,10.33,7,1,0
33,2008-05-11,Rajasthan Royals,Sawai Mansingh Stadium,4.0,0,22,1,5.5,13,2,0
35,2008-05-13,Kolkata Knight Riders,Eden Gardens,4.0,0,25,2,6.25,7,1,0
37,2008-05-15,Deccan Chargers,Feroz Shah Kotla,4.0,0,39,2,9.75,6,0,0
40,2008-05-17,Kings XI Punjab,Feroz Shah Kotla,1.0,0,11,0,11.0,0,0,0
43,2008-05-19,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,13,2,3.25,11,0,0
50,2008-05-24,Mumbai Indians,Feroz Shah Kotla,4.0,0,27,1,6.75,11,5,0
57,2008-05-30,Rajasthan Royals,Wankhede Stadium,4.0,0,34,3,8.5,9,0,0
