match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2010-03-13,Mumbai Indians,Brabourne Stadium,14,11,1,1,127.27,b SL Malinga,4
6,2010-03-15,Delhi Daredevils,"Sardar Patel Stadium, Motera",53,45,5,1,117.78,not out,5
10,2010-03-18,Royal Challengers Bangalore,M Chinnaswamy Stadium,5,7,1,0,71.43,b JH Kallis,4
13,2010-03-20,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",45,36,5,0,125.0,c SC Ganguly b I Sharma,4
24,2010-03-28,Chennai Super Kings,"Sardar Patel Stadium, Motera",11,6,2,0,183.33,c M Vijay b T Thushara,6
29,2010-03-31,Delhi Daredevils,Feroz Shah Kotla,2,5,0,0,40.0,"run out (S Ladda, KD Karthik)",4
32,2010-04-03,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",7,4,0,1,175.0,c SK Raina b DE Bollinger,6
36,2010-04-05,Deccan Chargers,"Vidarbha Cricket Association Stadium, Jamtha",11,8,1,0,137.5,c VVS Laxman b Harmeet Singh,6
45,2010-04-11,Mumbai Indians,Sawai Mansingh Stadium,22,22,0,1,100.0,"run out (SS Tiwary, AT Rayudu)",5
49,2010-04-14,Royal Challengers Bangalore,Sawai Mansingh Stadium,13,22,1,0,59.09,c A Kumble b Pankaj Singh,5
