innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Titans,AS Joseph,2.0,0,27,0,13.5,4,0,0
1,Gujarat Titans,HH Pandya,2.0,0,14,1,7.0,4,1,0
1,Gujarat Titans,Mohammed Shami,4.0,0,43,1,10.75,11,2,0
1,Gujarat Titans,R Sai Kishore,4.0,0,43,1,10.75,4,1,0
1,Gujarat Titans,Rashid Khan,4.0,0,15,0,3.75,10,0,0
1,Gujarat Titans,Yash Dayal,4.0,0,46,1,11.5,11,2,1
2,Rajasthan Royals,M Prasidh Krishna,3.3,0,40,0,11.43,9,1,0
2,Rajasthan Royals,OC McCoy,4.0,0,40,1,10.0,4,3,1
2,Rajasthan Royals,R Ashwin,4.0,0,40,0,10.0,5,3,0
2,Rajasthan Royals,TA Boult,4.0,0,38,1,9.5,8,0,0
2,Rajasthan Royals,YS Chahal,4.0,0,32,0,8.0,5,0,0
