innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,BB McCullum,14,2.4
1,Kolkata Knight Riders,2,JH Kallis,20,3.4
1,Kolkata Knight Riders,3,MK Tiwary,20,3.5
1,Kolkata Knight Riders,4,YK Pathan,31,4.6
1,Kolkata Knight Riders,5,G Gambhir,54,7.4
1,Kolkata Knight Riders,6,DB Das,55,7.5
1,Kolkata Knight Riders,7,LR Shukla,86,11.4
1,Kolkata Knight Riders,8,R Bhatia,89,12.2
1,Kolkata Knight Riders,9,B Lee,97,12.6
2,Delhi Daredevils,1,AJ Finch,49,7.2
2,Delhi Daredevils,2,V Sehwag,57,8.2
