innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,93,9.4
1,Delhi Capitals,2,RR Pant,148,13.5
1,Delhi Capitals,3,Lalit Yadav,151,14.5
1,Delhi Capitals,4,R Powell,161,16.1
1,Delhi Capitals,5,DA Warner,166,17.4
2,Kolkata Knight Riders,1,VR Iyer,21,3.3
2,Kolkata Knight Riders,2,AM Rahane,38,5.4
2,Kolkata Knight Riders,3,N Rana,107,12.4
2,Kolkata Knight Riders,4,SS Iyer,117,13.5
2,Kolkata Knight Riders,5,SW Billings,133,15.4
2,Kolkata Knight Riders,6,PJ Cummins,139,16.3
2,Kolkata Knight Riders,7,SP Narine,143,16.5
2,Kolkata Knight Riders,8,UT Yadav,143,16.6
2,Kolkata Knight Riders,9,AD Russell,170,20.2
2,Kolkata Knight Riders,10,Rasikh Salam,171,20.4
