innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,Q de Kock,8,3.3
1,Mumbai Indians,2,RG Sharma,45,8.1
1,Mumbai Indians,3,Yuvraj Singh,50,9.3
1,Mumbai Indians,4,KH Pandya,112,17.4
1,Mumbai Indians,5,SA Yadav,125,18.6
2,Chennai Super Kings,1,AT Rayudu,1,1.4
2,Chennai Super Kings,2,SR Watson,6,2.2
2,Chennai Super Kings,3,SK Raina,33,5.6
2,Chennai Super Kings,4,MS Dhoni,87,15.1
2,Chennai Super Kings,5,RA Jadeja,89,15.4
2,Chennai Super Kings,6,KM Jadhav,108,18.1
2,Chennai Super Kings,7,DJ Bravo,115,18.5
2,Chennai Super Kings,8,DL Chahar,122,20.1
