innings,over,ball,team,player_in,player_out,reason
1,19,1,Sunrisers Hyderabad,TM Head,Sakib Hussain,impact_player
2,1,1,Rajasthan Royals,Ravi Bishnoi,YBK Jaiswal,impact_player
