innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,YBK Jaiswal,10,8,2,0,125.0,c H Klaasen b E Malinga,1
1,Rajasthan Royals,V Suryavanshi,103,37,5,12,278.38,lbw b Sakib Hussain,2
1,Rajasthan Royals,Dhruv Jurel,51,35,8,1,145.71,c Aniket Verma b Nithish Kumar Reddy,3
1,Rajasthan Royals,R Parag,7,9,0,0,77.78,b PJ Cummins,4
1,Rajasthan Royals,D Ferreira,33,16,3,3,206.25,c H Klaasen b E Malinga,5
1,Rajasthan Royals,SO Hetmyer,11,10,1,0,110.0,c Nithish Kumar Reddy b PP Hinge,6
1,Rajasthan Royals,RA Jadeja,4,3,1,0,133.33,not out,7
1,Rajasthan Royals,JC Archer,2,2,0,0,100.0,not out,8
2,Sunrisers Hyderabad,TM Head,6,5,0,1,120.0,c Dhruv Jurel b JC Archer,1
2,Sunrisers Hyderabad,Abhishek Sharma,57,29,11,1,196.55,c JC Archer b D Ferreira,2
2,Sunrisers Hyderabad,Ishan Kishan,74,31,11,3,238.71,c D Ferreira b JC Archer,3
2,Sunrisers Hyderabad,H Klaasen,29,24,3,1,120.83,c Ravi Bishnoi b Brijesh Sharma,4
2,Sunrisers Hyderabad,Nithish Kumar Reddy,36,18,2,3,200.0,lbw b Brijesh Sharma,5
2,Sunrisers Hyderabad,S Arora,8,3,0,1,266.67,not out,6
2,Sunrisers Hyderabad,Aniket Verma,1,1,0,0,100.0,not out,7
