innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,5,Rajasthan Royals,V Suryavanshi,Sakib Hussain,KM Gandhi,wicket,struck down,False
1,19,2,Sunrisers Hyderabad,SO Hetmyer,E Malinga,Nitin Menon,wicket,struck down,False
2,18,2,Sunrisers Hyderabad,Nithish Kumar Reddy,Brijesh Sharma,KM Gandhi,wicket,struck down,False
