innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kolkata Knight Riders,death,53,1,30,10.6,6,5
1,Kolkata Knight Riders,middle,89,2,54,9.89,10,11
1,Kolkata Knight Riders,powerplay,78,1,36,13.0,14,14
2,Mumbai Indians,death,71,3,41,10.39,12,10
2,Mumbai Indians,middle,75,1,40,11.25,10,11
2,Mumbai Indians,powerplay,78,0,34,13.76,13,12
