match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
22,2022-04-12,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",4.0,0,33,1,8.25,12,1,0
27,2022-04-16,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,28,3,7.0,12,1,0
31,2022-04-19,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",4.0,0,25,4,6.25,10,2,0
36,2022-04-23,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",3.0,0,31,0,10.33,6,0,0
39,2022-04-26,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",4.0,1,19,2,4.75,16,0,0
43,2022-04-30,Gujarat Titans,"Brabourne Stadium, Mumbai",3.3,0,36,0,10.29,5,1,0
49,2022-05-04,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",4.0,0,19,1,4.75,10,0,0
54,2022-05-08,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",4.0,0,17,2,4.25,13,0,0
60,2022-05-13,Punjab Kings,"Brabourne Stadium, Mumbai",4.0,0,64,0,16.0,5,2,0
67,2022-05-19,Gujarat Titans,"Wankhede Stadium, Mumbai",4.0,0,39,2,9.75,9,0,0
72,2022-05-25,Lucknow Super Giants,"Eden Gardens, Kolkata",4.0,0,43,3,10.75,10,3,0
73,2022-05-27,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",4.0,0,23,2,5.75,12,0,0
