innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,TM Head,27,4.2
1,Sunrisers Hyderabad,2,AK Markram,27,4.4
1,Sunrisers Hyderabad,3,Abhishek Sharma,39,5.6
1,Sunrisers Hyderabad,4,RA Tripathi,64,10.4
1,Sunrisers Hyderabad,5,H Klaasen,100,14.1
1,Sunrisers Hyderabad,6,Abdul Samad,150,17.3
1,Sunrisers Hyderabad,7,Nithish Kumar Reddy,151,17.5
1,Sunrisers Hyderabad,8,PJ Cummins,155,18.3
1,Sunrisers Hyderabad,9,B Kumar,176,20.5
2,Punjab Kings,1,JM Bairstow,2,2.4
2,Punjab Kings,2,P Simran Singh,11,3.6
2,Punjab Kings,3,S Dhawan,20,5.4
2,Punjab Kings,4,SM Curran,58,10.1
2,Punjab Kings,5,Sikandar Raza,91,14.1
2,Punjab Kings,6,JM Sharma,114,16.3
