innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,CH Gayle,92,58,11,5,158.62,not out,1
1,Royal Challengers Bangalore,TM Dilshan,0,8,0,0,0.0,b MG Johnson,2
1,Royal Challengers Bangalore,V Kohli,24,14,4,1,171.43,lbw b JJ Bumrah,3
1,Royal Challengers Bangalore,MA Agarwal,1,5,0,0,20.0,c SR Tendulkar b JJ Bumrah,4
1,Royal Challengers Bangalore,DT Christian,4,13,0,0,30.77,c MG Johnson b Harbhajan Singh,5
1,Royal Challengers Bangalore,KK Nair,0,3,0,0,0.0,lbw b JJ Bumrah,6
1,Royal Challengers Bangalore,KB Arun Karthik,19,19,3,0,100.0,not out,7
2,Mumbai Indians,RT Ponting,28,33,1,1,84.85,st KB Arun Karthik b M Kartik,1
2,Mumbai Indians,SR Tendulkar,23,19,4,0,121.05,"run out (JD Unadkat, KB Arun Karthik)",2
2,Mumbai Indians,KD Karthik,60,37,3,4,162.16,c MA Agarwal b R Vinay Kumar,3
2,Mumbai Indians,RG Sharma,11,11,1,0,100.0,b R Vinay Kumar,4
2,Mumbai Indians,AT Rayudu,18,18,1,0,100.0,b R Vinay Kumar,5
2,Mumbai Indians,KA Pollard,5,2,1,0,250.0,not out,6
2,Mumbai Indians,Harbhajan Singh,1,1,0,0,100.0,not out,7
