innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,DJ Bravo,4.0,0,17,2,4.25,10,3,0
1,Chennai Super Kings,DL Chahar,4.0,0,32,0,8.0,9,0,0
1,Chennai Super Kings,JR Hazlewood,4.0,0,24,3,6.0,11,0,0
1,Chennai Super Kings,MM Ali,1.0,0,5,0,5.0,2,0,0
1,Chennai Super Kings,RA Jadeja,3.0,0,14,1,4.67,5,0,0
1,Chennai Super Kings,SN Thakur,4.0,0,37,1,9.25,7,1,1
2,Sunrisers Hyderabad,Abhishek Sharma,2.0,0,9,0,4.5,6,0,0
2,Sunrisers Hyderabad,B Kumar,4.0,0,34,0,8.5,12,2,0
2,Sunrisers Hyderabad,JO Holder,4.0,0,27,3,6.75,9,0,0
2,Sunrisers Hyderabad,Rashid Khan,4.0,0,27,1,6.75,12,1,0
2,Sunrisers Hyderabad,S Kaul,2.4,0,24,0,9.0,8,0,0
2,Sunrisers Hyderabad,Sandeep Sharma,3.0,0,18,0,6.0,7,0,0
