innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,MA Agarwal,57,7.6
1,Kings XI Punjab,2,N Pooran,114,14.1
1,Kings XI Punjab,3,GJ Maxwell,128,16.2
2,Royal Challengers Bangalore,1,D Padikkal,2,1.4
2,Royal Challengers Bangalore,2,JR Philippe,3,2.3
2,Royal Challengers Bangalore,3,V Kohli,4,3.4
2,Royal Challengers Bangalore,4,AJ Finch,53,8.5
2,Royal Challengers Bangalore,5,AB de Villiers,57,9.2
2,Royal Challengers Bangalore,6,S Dube,83,13.6
2,Royal Challengers Bangalore,7,UT Yadav,88,14.6
2,Royal Challengers Bangalore,8,Washington Sundar,101,16.2
2,Royal Challengers Bangalore,9,Navdeep Saini,106,17.2
2,Royal Challengers Bangalore,10,YS Chahal,109,17.6
