innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Mumbai Indians,death,50,0,30,10.0,7,6
1,Mumbai Indians,middle,83,0,54,9.22,10,13
1,Mumbai Indians,powerplay,49,1,36,8.17,9,20
2,Kolkata Knight Riders,death,49,1,30,9.8,6,3
2,Kolkata Knight Riders,middle,74,1,54,8.22,8,15
2,Kolkata Knight Riders,powerplay,32,2,36,5.33,4,17
