match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
9,2026-04-04,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",1,3,0,0,33.33,c GD Phillips b K Rabada,6
21,2026-04-13,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",69,44,8,3,156.82,b Sakib Hussain,7
