match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2013-04-03,Kolkata Knight Riders,Eden Gardens,4,7,0,0,57.14,c MK Tiwary b SP Narine,7
4,2013-04-06,Rajasthan Royals,Feroz Shah Kotla,1,1,0,0,100.0,not out,7
10,2013-04-09,Mumbai Indians,Wankhede Stadium,10,12,0,0,83.33,c MG Johnson b PP Ojha,6
14,2013-04-12,Sunrisers Hyderabad,Feroz Shah Kotla,23,30,1,0,76.67,c GH Vihari b NLTC Perera,6
21,2013-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,19,8,2,1,237.5,not out,7
24,2013-04-18,Chennai Super Kings,Feroz Shah Kotla,2,6,0,0,33.33,c DJ Bravo b RA Jadeja,7
32,2013-04-23,Kings XI Punjab,Feroz Shah Kotla,14,17,1,0,82.35,not out,8
39,2013-04-28,Pune Warriors,Shaheed Veer Narayan Singh International Stadium,4,1,1,0,400.0,not out,7
48,2013-05-04,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",13,19,0,0,68.42,b DW Steyn,7
57,2013-05-10,Royal Challengers Bangalore,Feroz Shah Kotla,23,11,2,2,209.09,not out,7
64,2013-05-14,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4,5,0,0,80.0,b DJ Bravo,8
67,2013-05-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,1,7,0,0,14.29,c AC Gilchrist b Sandeep Sharma,3
71,2013-05-19,Pune Warriors,Subrata Roy Sahara Stadium,24,28,2,0,85.71,c MK Pandey b AD Mathews,6
