innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,6,1,Royal Challengers Bangalore,JM Bairstow,Mohammed Siraj,N Pandit,,struck down,False
2,4,2,Punjab Kings,V Kohli,K Rabada,J Madanagopal,,upheld,False
2,5,2,Punjab Kings,F du Plessis,R Dhawan,N Pandit,,upheld,False
