innings,team,wicket_number,player_out,score,over
1,Punjab Kings,1,S Dhawan,60,5.6
1,Punjab Kings,2,PBB Rajapaksa,85,7.4
1,Punjab Kings,3,JM Bairstow,101,10.1
1,Punjab Kings,4,MA Agarwal,152,15.6
1,Punjab Kings,5,JM Sharma,164,17.2
1,Punjab Kings,6,Harpreet Brar,173,18.3
1,Punjab Kings,7,LS Livingstone,206,20.2
1,Punjab Kings,8,R Dhawan,207,20.4
1,Punjab Kings,9,RD Chahar,209,20.6
2,Royal Challengers Bangalore,1,V Kohli,33,4.2
2,Royal Challengers Bangalore,2,F du Plessis,34,5.2
2,Royal Challengers Bangalore,3,MK Lomror,40,5.5
2,Royal Challengers Bangalore,4,RM Patidar,104,11.6
2,Royal Challengers Bangalore,5,GJ Maxwell,104,12.2
2,Royal Challengers Bangalore,6,KD Karthik,120,15.5
2,Royal Challengers Bangalore,7,Shahbaz Ahmed,124,16.4
2,Royal Challengers Bangalore,8,PWH de Silva,137,17.4
2,Royal Challengers Bangalore,9,HV Patel,142,19.1
