innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Punjab Kings,1,JM Bairstow,37,15,S Dhawan,21,15,60,30
1,Punjab Kings,2,JM Bairstow,23,8,PBB Rajapaksa,1,3,25,10
1,Punjab Kings,3,LS Livingstone,10,9,JM Bairstow,6,6,16,15
1,Punjab Kings,4,MA Agarwal,19,16,LS Livingstone,31,19,51,35
1,Punjab Kings,5,LS Livingstone,3,3,JM Sharma,9,5,12,8
1,Punjab Kings,6,Harpreet Brar,7,5,LS Livingstone,2,2,9,7
1,Punjab Kings,7,R Dhawan,7,2,LS Livingstone,24,9,33,11
1,Punjab Kings,8,RD Chahar,1,1,R Dhawan,0,1,1,2
1,Punjab Kings,9,K Rabada,0,1,RD Chahar,1,1,2,2
1,Punjab Kings,10,K Rabada,0,1,RD Chahar,1,1,2,2
2,Royal Challengers Bangalore,1,V Kohli,20,14,F du Plessis,10,6,33,20
2,Royal Challengers Bangalore,2,RM Patidar,0,4,F du Plessis,0,2,1,6
2,Royal Challengers Bangalore,3,MK Lomror,6,3,RM Patidar,0,0,6,3
2,Royal Challengers Bangalore,4,GJ Maxwell,35,20,RM Patidar,26,17,64,37
2,Royal Challengers Bangalore,5,GJ Maxwell,0,2,KD Karthik,0,0,0,2
2,Royal Challengers Bangalore,6,Shahbaz Ahmed,5,10,KD Karthik,11,11,16,21
2,Royal Challengers Bangalore,7,HV Patel,0,1,Shahbaz Ahmed,4,4,4,5
2,Royal Challengers Bangalore,8,PWH de Silva,1,3,HV Patel,9,3,13,6
2,Royal Challengers Bangalore,9,Mohammed Siraj,3,6,HV Patel,2,3,5,9
2,Royal Challengers Bangalore,10,JR Hazlewood,7,4,Mohammed Siraj,6,7,13,11
