innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,GJ Maxwell,2.0,0,17,1,8.5,5,0,0
1,Royal Challengers Bangalore,HV Patel,4.0,0,34,4,8.5,8,1,0
1,Royal Challengers Bangalore,JR Hazlewood,4.0,0,64,0,16.0,5,2,0
1,Royal Challengers Bangalore,Mohammed Siraj,2.0,0,36,0,18.0,3,0,1
1,Royal Challengers Bangalore,PWH de Silva,4.0,0,15,2,3.75,12,0,0
1,Royal Challengers Bangalore,Shahbaz Ahmed,4.0,0,40,1,10.0,5,0,0
2,Punjab Kings,Arshdeep Singh,4.0,0,27,1,6.75,9,1,0
2,Punjab Kings,Harpreet Brar,4.0,0,33,1,8.25,11,2,0
2,Punjab Kings,K Rabada,4.0,0,21,3,5.25,15,2,0
2,Punjab Kings,R Dhawan,4.0,0,36,2,9.0,4,0,0
2,Punjab Kings,RD Chahar,4.0,0,37,2,9.25,10,3,0
