innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Punjab Kings,death,57,5,30,11.4,8,8
1,Punjab Kings,middle,69,3,54,7.67,9,18
1,Punjab Kings,powerplay,83,1,36,13.83,13,12
2,Royal Challengers Bangalore,death,35,3,30,7.0,4,13
2,Royal Challengers Bangalore,middle,76,3,54,8.44,8,17
2,Royal Challengers Bangalore,powerplay,44,3,36,7.33,6,19
