innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Deccan Chargers,A Mishra,4.0,1,26,2,6.5,8,1,0
1,Deccan Chargers,DT Christian,3.0,0,13,2,4.33,14,0,0
1,Deccan Chargers,DW Steyn,4.0,0,23,1,5.75,9,1,0
1,Deccan Chargers,I Sharma,3.0,0,19,0,6.33,10,0,0
1,Deccan Chargers,JP Duminy,2.0,0,19,1,9.5,5,0,0
1,Deccan Chargers,PP Ojha,4.0,0,35,2,8.75,14,0,0
2,Pune Warriors,B Kumar,2.0,0,10,0,5.0,7,0,0
2,Pune Warriors,M Manhas,3.0,0,19,0,6.33,6,0,0
2,Pune Warriors,MR Marsh,3.0,0,30,0,10.0,6,1,0
2,Pune Warriors,R Sharma,4.0,0,25,2,6.25,10,1,0
2,Pune Warriors,WD Parnell,3.2,0,27,1,8.1,9,3,0
2,Pune Warriors,Yuvraj Singh,4.0,0,27,1,6.75,8,0,0
