innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Pune Warriors,1,JD Ryder,18,14,MK Pandey,13,10,31,24
1,Pune Warriors,2,MK Pandey,4,6,SC Ganguly,0,5,4,11
1,Pune Warriors,3,RV Uthappa,4,1,MK Pandey,6,4,10,5
1,Pune Warriors,4,Yuvraj Singh,0,2,RV Uthappa,0,4,0,6
1,Pune Warriors,5,M Manhas,0,1,Yuvraj Singh,0,0,0,1
1,Pune Warriors,6,CJ Ferguson,11,13,Yuvraj Singh,17,7,28,20
1,Pune Warriors,7,MR Marsh,12,14,Yuvraj Singh,6,8,19,22
1,Pune Warriors,8,WD Parnell,8,13,MR Marsh,25,14,35,27
1,Pune Warriors,9,B Kumar,1,1,WD Parnell,8,3,9,4
1,Pune Warriors,10,B Kumar,1,1,WD Parnell,8,3,9,4
2,Deccan Chargers,1,S Sohal,31,24,S Dhawan,28,25,67,49
2,Deccan Chargers,2,KC Sangakkara,3,3,S Sohal,3,4,6,7
2,Deccan Chargers,3,JP Duminy,13,17,KC Sangakkara,22,18,35,35
2,Deccan Chargers,4,DT Christian,7,6,JP Duminy,10,9,18,15
2,Deccan Chargers,5,B Chipli,5,4,DT Christian,7,6,12,10
