innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,2,2,Delhi Capitals,D Padikkal,SN Thakur,NA Patwardhan,,struck down,False
1,16,1,Delhi Capitals,D Padikkal,KK Ahmed,NA Patwardhan,,upheld,False
