match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2009-04-18,Chennai Super Kings,Newlands,26,20,5,0,130.0,c ML Hayden b T Thushara,1
12,2009-04-25,Deccan Chargers,Kingsmead,1,8,0,0,12.5,c AC Gilchrist b RP Singh,1
17,2009-04-27,Kolkata Knight Riders,St George's Park,52,32,2,4,162.5,c AN Ghosh b LR Shukla,1
20,2009-04-29,Kings XI Punjab,Kingsmead,0,1,0,0,0.0,c Yuvraj Singh b IK Pathan,1
23,2009-05-01,Kolkata Knight Riders,Buffalo Park,6,8,1,0,75.0,c MN van Wyk b AB Dinda,1
28,2009-05-03,Royal Challengers Bangalore,New Wanderers Stadium,52,43,6,1,120.93,c R Vinay Kumar b RE van der Merwe,1
32,2009-05-06,Deccan Chargers,SuperSport Park,5,7,1,0,71.43,c RJ Harris b RP Singh,1
38,2009-05-10,Royal Challengers Bangalore,St George's Park,29,27,4,0,107.41,lbw b RE van der Merwe,1
42,2009-05-12,Kings XI Punjab,SuperSport Park,4,7,1,0,57.14,c WA Mota b B Lee,1
45,2009-05-14,Rajasthan Royals,Kingsmead,16,21,0,0,76.19,c YK Pathan b SK Warne,4
47,2009-05-16,Chennai Super Kings,St George's Park,30,17,3,2,176.47,c SK Raina b S Tyagi,1
55,2009-05-21,Delhi Daredevils,SuperSport Park,0,1,0,0,0.0,lbw b DP Nannes,1
