innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,Priyansh Arya,1,4,0,0,25.0,c MP Yadav b Akash Singh,1
1,Punjab Kings,P Simran Singh,91,48,6,7,189.58,c N Pooran b DS Rathi,2
1,Punjab Kings,JP Inglis,30,14,1,4,214.29,c DA Miller b Akash Singh,3
1,Punjab Kings,SS Iyer,45,25,4,2,180.0,c MP Yadav b DS Rathi,4
1,Punjab Kings,N Wadhera,16,9,2,1,177.78,b Prince Yadav,5
1,Punjab Kings,Shashank Singh,33,15,4,1,220.0,not out,6
1,Punjab Kings,MP Stoinis,15,5,1,1,300.0,not out,7
2,Lucknow Super Giants,AK Markram,13,10,1,1,130.0,b Arshdeep Singh,1
2,Lucknow Super Giants,MR Marsh,0,5,0,0,0.0,c N Wadhera b Arshdeep Singh,2
2,Lucknow Super Giants,N Pooran,6,5,1,0,120.0,lbw b Arshdeep Singh,3
2,Lucknow Super Giants,RR Pant,18,17,2,1,105.88,c Shashank Singh b Azmatullah Omarzai,4
2,Lucknow Super Giants,A Badoni,74,40,5,5,185.0,c Arshdeep Singh b YS Chahal,5
2,Lucknow Super Giants,DA Miller,11,8,0,1,137.5,c Shashank Singh b Azmatullah Omarzai,6
2,Lucknow Super Giants,Abdul Samad,45,24,2,4,187.5,c & b M Jansen,7
2,Lucknow Super Giants,Avesh Khan,19,10,3,1,190.0,not out,8
2,Lucknow Super Giants,Prince Yadav,1,1,0,0,100.0,not out,9
