innings,team,wicket_number,player_out,score,over
1,Kings XI Punjab,1,AC Gilchrist,67,5.2
1,Kings XI Punjab,2,PC Valthaty,105,10.4
1,Kings XI Punjab,3,KD Karthik,175,16.6
1,Kings XI Punjab,4,AM Nayar,178,17.5
1,Kings XI Punjab,5,SE Marsh,183,19.1
1,Kings XI Punjab,6,R McLaren,190,20.1
1,Kings XI Punjab,7,PP Chawla,195,20.6
2,Rajasthan Royals,1,R Dravid,12,2.6
2,Rajasthan Royals,2,SA Asnodkar,18,3.6
2,Rajasthan Royals,3,SR Watson,47,7.3
2,Rajasthan Royals,4,LRPL Taylor,49,8.6
2,Rajasthan Royals,5,STR Binny,99,13.6
2,Rajasthan Royals,6,AL Menaria,124,18.1
2,Rajasthan Royals,7,AS Raut,140,20.1
