match_number,date,opponent,catches,stumpings,run_outs
22,2022-04-12,Chennai Super Kings,0,0,1
27,2022-04-16,Delhi Capitals,1,0,0
31,2022-04-19,Lucknow Super Giants,1,0,0
39,2022-04-26,Rajasthan Royals,1,0,1
49,2022-05-04,Chennai Super Kings,2,0,0
