cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1216492,1,2020-09-19,Sheikh Zayed Stadium,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,5,AT Rayudu,162/9,166/5,20.0,19.2,,20,league,CB Gaffaney,VK Sharma,S Ravi,M Nayyar
1216493,2,2020-09-20,Dubai International Cricket Stadium,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,,tie,0,0,MP Stoinis,157/8,157/8,20.0,20.0,,20,league,AK Chaudhary,Nitin Menon,PR Reiffel,J Srinath
1216534,3,2020-09-21,Dubai International Cricket Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,,10,0,YS Chahal,163/5,153/10,20.0,19.4,,20,league,AY Dandekar,Nitin Menon,AK Chaudhary,Prakash Bhatt
1216496,4,2020-09-22,Sharjah Cricket Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,,16,0,SV Samson,216/7,200/6,20.0,20.0,,20,league,C Shamshuddin,VA Kulkarni,KN Ananthapadmanabhan,V Narayan Kutty
1216508,5,2020-09-23,Sheikh Zayed Stadium,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,,49,0,RG Sharma,195/5,146/9,20.0,20.0,,20,league,CB Gaffaney,S Ravi,VK Sharma,M Nayyar
1216510,6,2020-09-24,Dubai International Cricket Stadium,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,,97,0,KL Rahul,206/3,109/10,20.0,17.0,,20,league,AK Chaudhary,PR Reiffel,Nitin Menon,J Srinath
1216539,7,2020-09-25,Dubai International Cricket Stadium,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Delhi Capitals,,44,0,PP Shaw,175/3,131/7,20.0,20.0,,20,league,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan,V Narayan Kutty
1216545,8,2020-09-26,Sheikh Zayed Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,0,7,Shubman Gill,142/4,145/3,20.0,18.0,,20,league,CB Gaffaney,VK Sharma,S Ravi,Shakti Singh
1216527,9,2020-09-27,Sharjah Cricket Stadium,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,0,4,SV Samson,223/2,226/6,20.0,19.3,,20,league,RK Illingworth,K Srinivasan,C Shamshuddin,V Narayan Kutty
1216547,10,2020-09-28,Dubai International Cricket Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,,tie,0,0,AB de Villiers,201/3,201/5,20.0,20.0,,20,league,Nitin Menon,PR Reiffel,AK Chaudhary,J Srinath
1216532,11,2020-09-29,Sheikh Zayed Stadium,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,,15,0,Rashid Khan,162/4,147/7,20.0,20.0,,20,league,VK Sharma,S Ravi,CB Gaffaney,M Nayyar
1216504,12,2020-09-30,Dubai International Cricket Stadium,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,,37,0,Shivam Mavi,174/6,137/9,20.0,20.0,,20,league,KN Ananthapadmanabhan,C Shamshuddin,VA Kulkarni,V Narayan Kutty
1216503,13,2020-10-01,Sheikh Zayed Stadium,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Mumbai Indians,,48,0,KA Pollard,191/4,143/8,20.0,20.0,,20,league,VK Sharma,S Ravi,UV Gandhe,M Nayyar
1216516,14,2020-10-02,Dubai International Cricket Stadium,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,7,0,PK Garg,164/5,157/5,20.0,20.0,,20,league,AK Chaudhary,PR Reiffel,YC Barde,Prakash Bhatt
1216514,15,2020-10-03,Sheikh Zayed Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Royal Challengers Bangalore,,0,8,YS Chahal,154/6,158/2,20.0,19.1,,20,league,CB Gaffaney,S Ravi,PG Pathak,M Nayyar
1216515,16,2020-10-03,Sharjah Cricket Stadium,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,,18,0,SS Iyer,228/4,210/8,20.0,20.0,,20,league,VA Kulkarni,RK Illingworth,KN Ananthapadmanabhan,V Narayan Kutty
1216538,17,2020-10-04,Sharjah Cricket Stadium,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,,34,0,TA Boult,208/5,174/7,20.0,20.0,,20,league,KN Ananthapadmanabhan,RK Illingworth,K Srinivasan,V Narayan Kutty
1216513,18,2020-10-04,Dubai International Cricket Stadium,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Chennai Super Kings,,0,10,SR Watson,178/4,181/0,20.0,17.4,,20,league,AY Dandekar,Nitin Menon,PR Reiffel,J Srinath
1216519,19,2020-10-05,Dubai International Cricket Stadium,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Delhi Capitals,,59,0,AR Patel,196/4,137/9,20.0,20.0,,20,league,Nitin Menon,YC Barde,PR Reiffel,Prakash Bhatt
1216511,20,2020-10-06,Sheikh Zayed Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,,57,0,SA Yadav,193/4,136/10,20.0,18.1,,20,league,VK Sharma,S Ravi,CB Gaffaney,Shakti Singh
1216501,21,2020-10-07,Sheikh Zayed Stadium,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Kolkata Knight Riders,,10,0,RA Tripathi,167/10,157/5,20.0,20.0,,20,league,KN Ananthapadmanabhan,RK Illingworth,C Shamshuddin,V Narayan Kutty
