match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
32,2024-04-17,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",1.0,0,11,2,11.0,3,1,0
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",1.0,0,4,1,4.0,3,0,0
