match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2024-03-23,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",5,8,0,0,62.5,c Shashank Singh b RD Chahar,6
9,2024-03-28,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",44,23,2,3,191.3,not out,5
13,2024-03-31,Chennai Super Kings,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",0,2,0,0,0.0,b M Pathirana,5
16,2024-04-03,Kolkata Knight Riders,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",54,32,4,4,168.75,c MA Starc b CV Varun,6
20,2024-04-07,Mumbai Indians,"Wankhede Stadium, Mumbai",71,25,3,7,284.0,not out,4
26,2024-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",15,9,0,1,166.67,not out,5
35,2024-04-20,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",10,11,0,0,90.91,c Shahbaz Ahmed b Nithish Kumar Reddy,5
40,2024-04-24,Gujarat Titans,"Arun Jaitley Stadium, Delhi",26,7,3,2,371.43,not out,6
43,2024-04-27,Mumbai Indians,"Arun Jaitley Stadium, Delhi",48,25,6,2,192.0,not out,5
47,2024-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",4,7,0,0,57.14,c PD Salt b CV Varun,7
56,2024-05-07,Rajasthan Royals,"Arun Jaitley Stadium, Delhi",41,20,3,3,205.0,lbw b Sandeep Sharma,6
62,2024-05-12,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",3,4,0,0,75.0,run out (C Green),7
64,2024-05-14,Lucknow Super Giants,"Arun Jaitley Stadium, Delhi",57,25,3,4,228.0,not out,5
