match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
2,Rising Pune Supergiant,PA Patel,19,14,4,0,135.71,b Imran Tahir
2,Rising Pune Supergiant,JC Buttler,38,19,3,3,200.0,lbw b Imran Tahir
2,Rising Pune Supergiant,RG Sharma,3,7,0,0,42.86,b Imran Tahir
2,Rising Pune Supergiant,N Rana,34,28,1,2,121.43,c R Bhatia b A Zampa
2,Rising Pune Supergiant,AT Rayudu,10,12,0,0,83.33,c & b R Bhatia
2,Rising Pune Supergiant,KH Pandya,3,5,0,0,60.0,c MS Dhoni b R Bhatia
2,Rising Pune Supergiant,KA Pollard,27,17,3,1,158.82,c MA Agarwal b BA Stokes
2,Rising Pune Supergiant,HH Pandya,35,15,1,4,233.33,not out
2,Rising Pune Supergiant,TG Southee,7,3,0,1,233.33,"run out (MS Dhoni, AB Dinda)"
7,Kolkata Knight Riders,PA Patel,30,27,3,1,111.11,lbw b Kuldeep Yadav
7,Kolkata Knight Riders,JC Buttler,28,22,1,2,127.27,lbw b AS Rajpoot
7,Kolkata Knight Riders,N Rana,50,29,5,3,172.41,c SP Narine b AS Rajpoot
7,Kolkata Knight Riders,RG Sharma,2,6,0,0,33.33,lbw b SP Narine
7,Kolkata Knight Riders,KH Pandya,11,6,2,0,183.33,c RV Uthappa b AS Rajpoot
7,Kolkata Knight Riders,KA Pollard,17,17,1,1,100.0,c R Dhawan b CR Woakes
7,Kolkata Knight Riders,HH Pandya,29,11,3,2,263.64,not out
7,Kolkata Knight Riders,Harbhajan Singh,1,1,0,0,100.0,not out
10,Sunrisers Hyderabad,PA Patel,39,24,7,0,162.5,c B Kumar b DJ Hooda
10,Sunrisers Hyderabad,JC Buttler,14,11,3,0,127.27,b A Nehra
10,Sunrisers Hyderabad,RG Sharma,4,4,0,0,100.0,lbw b Rashid Khan
10,Sunrisers Hyderabad,N Rana,45,36,3,2,125.0,b B Kumar
10,Sunrisers Hyderabad,KA Pollard,11,11,0,1,100.0,c S Dhawan b B Kumar
10,Sunrisers Hyderabad,KH Pandya,37,20,3,3,185.0,c BCJ Cutting b B Kumar
10,Sunrisers Hyderabad,HH Pandya,2,3,0,0,66.67,not out
10,Sunrisers Hyderabad,Harbhajan Singh,3,3,0,0,100.0,not out
12,Royal Challengers Bangalore,PA Patel,3,8,0,0,37.5,c CH Gayle b S Badree
12,Royal Challengers Bangalore,JC Buttler,2,5,0,0,40.0,c CH Gayle b STR Binny
12,Royal Challengers Bangalore,RG Sharma,0,2,0,0,0.0,b S Badree
12,Royal Challengers Bangalore,MJ McClenaghan,0,1,0,0,0.0,c Mandeep Singh b S Badree
12,Royal Challengers Bangalore,N Rana,11,16,1,0,68.75,c S Aravind b S Badree
12,Royal Challengers Bangalore,KA Pollard,70,47,3,5,148.94,c AB de Villiers b YS Chahal
12,Royal Challengers Bangalore,KH Pandya,37,30,3,1,123.33,not out
12,Royal Challengers Bangalore,HH Pandya,9,4,0,1,225.0,not out
16,Gujarat Lions,PA Patel,0,2,0,0,0.0,c JJ Roy b P Kumar
16,Gujarat Lions,JC Buttler,26,24,1,2,108.33,c BB McCullum b MM Patel
16,Gujarat Lions,N Rana,53,36,4,2,147.22,c KD Karthik b AJ Tye
16,Gujarat Lions,RG Sharma,40,29,3,1,137.93,not out
16,Gujarat Lions,KA Pollard,39,23,2,3,169.57,c RA Jadeja b AJ Tye
16,Gujarat Lions,HH Pandya,6,3,1,0,200.0,not out
22,Kings XI Punjab,PA Patel,37,18,4,2,205.56,c GJ Maxwell b MP Stoinis
22,Kings XI Punjab,JC Buttler,77,37,7,5,208.11,c GJ Maxwell b MM Sharma
22,Kings XI Punjab,N Rana,62,34,0,7,182.35,not out
22,Kings XI Punjab,HH Pandya,15,4,2,1,375.0,not out
25,Delhi Daredevils,PA Patel,8,11,1,0,72.73,b K Rabada
25,Delhi Daredevils,JC Buttler,28,18,3,2,155.56,run out (SV Samson)
25,Delhi Daredevils,N Rana,8,9,1,0,88.89,c CJ Anderson b PJ Cummins
25,Delhi Daredevils,RG Sharma,5,9,0,0,55.56,c PJ Cummins b A Mishra
25,Delhi Daredevils,KA Pollard,26,29,4,0,89.66,c SV Samson b PJ Cummins
25,Delhi Daredevils,KH Pandya,17,16,1,0,106.25,c RR Pant b A Mishra
25,Delhi Daredevils,HH Pandya,24,23,0,2,104.35,"run out (KK Nair, RR Pant)"
25,Delhi Daredevils,Harbhajan Singh,2,2,0,0,100.0,run out (K Rabada)
25,Delhi Daredevils,MJ McClenaghan,1,1,0,0,100.0,not out
25,Delhi Daredevils,MG Johnson,7,3,1,0,233.33,not out
28,Rising Pune Supergiant,PA Patel,33,27,4,0,122.22,b Washington Sundar
28,Rising Pune Supergiant,JC Buttler,17,13,3,0,130.77,c Washington Sundar b BA Stokes
28,Rising Pune Supergiant,N Rana,3,9,0,0,33.33,c JD Unadkat b DT Christian
28,Rising Pune Supergiant,RG Sharma,58,39,6,3,148.72,c & b JD Unadkat
28,Rising Pune Supergiant,KV Sharma,11,10,0,1,110.0,b BA Stokes
28,Rising Pune Supergiant,KA Pollard,9,9,1,0,100.0,c SPD Smith b Imran Tahir
28,Rising Pune Supergiant,HH Pandya,13,11,2,0,118.18,c BA Stokes b JD Unadkat
