innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,A Singh,4.0,0,55,0,13.75,8,4,0
1,Rajasthan Royals,BJ Hodge,1.0,0,13,1,13.0,1,0,0
1,Rajasthan Royals,GB Hogg,4.0,0,33,0,8.25,6,0,0
1,Rajasthan Royals,J Botha,4.0,0,29,0,7.25,6,0,0
1,Rajasthan Royals,Pankaj Singh,3.0,0,37,0,12.33,4,0,0
1,Rajasthan Royals,SK Trivedi,4.0,0,27,1,6.75,10,1,0
2,Deccan Chargers,A Mishra,4.0,0,32,3,8.0,6,1,0
2,Deccan Chargers,Anand Rajan,4.0,0,45,1,11.25,4,1,1
2,Deccan Chargers,Ankit Sharma,4.0,0,33,0,8.25,6,1,0
2,Deccan Chargers,DT Christian,4.0,0,43,1,10.75,7,2,0
2,Deccan Chargers,DW Steyn,3.4,0,44,0,12.0,6,0,0
