match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2018-04-08,Kolkata Knight Riders,Eden Gardens,37,18,4,2,205.56,c Kuldeep Yadav b R Vinay Kumar,6
8,2018-04-13,Kings XI Punjab,M.Chinnaswamy Stadium,22,19,1,0,115.79,run out (),6
11,2018-04-15,Rajasthan Royals,M.Chinnaswamy Stadium,47,25,6,1,188.0,not out,5
14,2018-04-17,Mumbai Indians,Wankhede Stadium,16,14,1,0,114.29,st Ishan Kishan b KH Pandya,4
19,2018-04-21,Delhi Daredevils,M.Chinnaswamy Stadium,17,9,1,1,188.89,not out,6
24,2018-04-25,Chennai Super Kings,M.Chinnaswamy Stadium,32,17,1,3,188.24,c RA Jadeja b SN Thakur,5
29,2018-04-29,Kolkata Knight Riders,M.Chinnaswamy Stadium,19,14,0,2,135.71,c Shivam Mavi b AD Russell,5
31,2018-05-01,Mumbai Indians,M.Chinnaswamy Stadium,14,10,1,1,140.0,c SA Yadav b HH Pandya,5
35,2018-05-05,Chennai Super Kings,Maharashtra Cricket Association Stadium,7,13,0,0,53.85,c DJ Willey b RA Jadeja,5
39,2018-05-07,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,21,23,1,0,91.3,not out,6
45,2018-05-12,Delhi Daredevils,Arun Jaitley Stadium,13,14,0,1,92.86,b TA Boult,5
51,2018-05-17,Sunrisers Hyderabad,M.Chinnaswamy Stadium,4,6,0,0,66.67,c S Dhawan b S Kaul,6
53,2018-05-19,Rajasthan Royals,Sawai Mansingh Stadium,3,4,0,0,75.0,st H Klaasen b S Gopal,5
