match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2017-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1,3,0,0,33.33,c MC Henriques b Bipul Sharma,6
34,2017-04-29,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2,4,0,0,50.0,c SPD Smith b Washington Sundar,5
56,2017-05-14,Delhi Daredevils,Feroz Shah Kotla,12,8,2,0,150.0,c CJ Anderson b PJ Cummins,6
