match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
13,2017-04-14,Gujarat Lions,Saurashtra Cricket Association Stadium,3.0,0,14,1,4.67,9,1,0
17,2017-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,4.0,0,35,3,8.75,10,0,0
24,2017-04-22,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,4.0,0,50,0,12.5,4,1,0
28,2017-04-24,Mumbai Indians,Wankhede Stadium,3.0,0,29,0,9.67,6,1,0
30,2017-04-26,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,3.1,0,31,0,9.79,5,2,0
39,2017-05-01,Gujarat Lions,Maharashtra Cricket Association Stadium,3.0,0,25,1,8.33,4,1,0
41,2017-05-03,Kolkata Knight Riders,Eden Gardens,3.0,0,21,0,7.0,6,0,0
44,2017-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2.0,0,12,0,6.0,6,0,0
52,2017-05-12,Delhi Daredevils,Feroz Shah Kotla,3.0,0,35,0,11.67,6,0,0
55,2017-05-14,Kings XI Punjab,Maharashtra Cricket Association Stadium,4.0,0,19,3,4.75,16,2,0
57,2017-05-16,Mumbai Indians,Wankhede Stadium,4.0,0,37,3,9.25,7,1,0
60,2017-05-21,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2.0,0,7,0,3.5,6,1,0
