match_number,opponent,bowler,overs,maidens,runs,wickets,economy,dots
4,Delhi Daredevils,AG Murtaza,4.0,0,21,1,5.25,13
4,Delhi Daredevils,Harbhajan Singh,3.0,0,14,2,4.67,11
4,Delhi Daredevils,JEC Franklin,1.0,0,9,0,9.0,0
4,Delhi Daredevils,KA Pollard,3.0,0,18,0,6.0,5
4,Delhi Daredevils,MM Patel,3.0,0,20,0,6.67,10
4,Delhi Daredevils,SL Malinga,3.4,1,13,5,3.55,16
8,Royal Challengers Bangalore,AG Murtaza,4.0,0,26,0,6.5,7
8,Royal Challengers Bangalore,Harbhajan Singh,4.0,0,27,0,6.75,7
8,Royal Challengers Bangalore,JEC Franklin,1.0,0,9,0,9.0,0
8,Royal Challengers Bangalore,KA Pollard,4.0,0,25,2,6.25,8
8,Royal Challengers Bangalore,MM Patel,3.0,0,10,0,3.33,7
8,Royal Challengers Bangalore,SL Malinga,4.0,0,32,2,8.0,11
13,Kochi Tuskers Kerala,AG Murtaza,4.0,0,37,0,9.25,9
13,Kochi Tuskers Kerala,Harbhajan Singh,4.0,0,33,0,8.25,6
13,Kochi Tuskers Kerala,KA Pollard,3.0,0,43,0,14.33,4
13,Kochi Tuskers Kerala,MM Patel,3.0,0,15,0,5.0,8
13,Kochi Tuskers Kerala,R Sathish,1.0,0,11,0,11.0,0
13,Kochi Tuskers Kerala,SL Malinga,4.0,0,42,2,10.5,11
21,Pune Warriors,AG Murtaza,4.0,0,18,2,4.5,13
21,Pune Warriors,AN Ahmed,3.0,0,13,2,4.33,8
21,Pune Warriors,JEC Franklin,3.0,0,32,1,10.67,6
21,Pune Warriors,KA Pollard,1.0,0,13,0,13.0,2
21,Pune Warriors,MM Patel,2.2,1,8,3,3.43,10
21,Pune Warriors,SL Malinga,4.0,0,28,2,7.0,12
25,Chennai Super Kings,AN Ahmed,2.0,0,19,0,9.5,4
25,Chennai Super Kings,Harbhajan Singh,4.0,0,18,5,4.5,10
25,Chennai Super Kings,KA Pollard,4.0,0,30,1,7.5,9
25,Chennai Super Kings,MM Patel,4.0,0,40,1,10.0,11
25,Chennai Super Kings,R Sathish,1.0,0,13,0,13.0,0
25,Chennai Super Kings,RG Sharma,1.0,0,15,0,15.0,0
25,Chennai Super Kings,SL Malinga,4.0,0,20,2,5.0,12
27,Deccan Chargers,AN Ahmed,4.0,0,27,0,6.75,8
27,Deccan Chargers,Harbhajan Singh,4.0,0,27,0,6.75,8
27,Deccan Chargers,KA Pollard,2.0,0,20,1,10.0,4
27,Deccan Chargers,MM Patel,4.0,0,35,1,8.75,10
27,Deccan Chargers,R Sathish,2.0,0,12,0,6.0,4
27,Deccan Chargers,SL Malinga,4.0,0,9,3,2.25,13
34,Rajasthan Royals,AG Murtaza,4.0,0,15,0,3.75,14
34,Rajasthan Royals,Harbhajan Singh,3.0,0,20,0,6.67,8
34,Rajasthan Royals,KA Pollard,2.0,0,16,0,8.0,4
34,Rajasthan Royals,MM Patel,4.0,1,18,2,4.5,17
34,Rajasthan Royals,R Sathish,1.1,0,5,0,4.29,3
34,Rajasthan Royals,SL Malinga,4.0,0,20,1,5.0,14
40,Kings XI Punjab,A Symonds,1.0,0,11,1,11.0,3
40,Kings XI Punjab,AN Ahmed,3.0,0,22,0,7.33,3
40,Kings XI Punjab,Harbhajan Singh,4.0,0,25,2,6.25,9
40,Kings XI Punjab,KA Pollard,3.0,0,18,1,6.0,4
40,Kings XI Punjab,MM Patel,4.0,0,18,2,4.5,9
40,Kings XI Punjab,SL Malinga,4.0,0,19,2,4.75,10
40,Kings XI Punjab,TL Suman,1.0,0,12,0,12.0,0
44,Pune Warriors,A Symonds,1.0,0,7,0,7.0,4
44,Pune Warriors,DS Kulkarni,4.0,0,20,0,5.0,12
44,Pune Warriors,Harbhajan Singh,3.0,1,17,1,5.67,10
44,Pune Warriors,KA Pollard,4.0,0,36,1,9.0,8
44,Pune Warriors,MM Patel,4.0,0,30,1,7.5,8
44,Pune Warriors,SL Malinga,4.0,0,25,3,6.25,13
49,Delhi Daredevils,A Symonds,2.0,0,23,0,11.5,3
49,Delhi Daredevils,DS Kulkarni,4.0,0,27,1,6.75,10
49,Delhi Daredevils,Harbhajan Singh,4.0,0,24,2,6.0,12
49,Delhi Daredevils,KA Pollard,2.3,0,24,2,9.6,4
49,Delhi Daredevils,MM Patel,4.0,0,29,2,7.25,11
49,Delhi Daredevils,SL Malinga,3.2,1,18,2,5.4,12
54,Kings XI Punjab,DS Kulkarni,2.0,0,25,0,12.5,3
54,Kings XI Punjab,Harbhajan Singh,3.0,0,20,0,6.67,9
54,Kings XI Punjab,KA Pollard,2.0,0,11,0,5.5,2
54,Kings XI Punjab,MM Patel,4.0,0,21,5,5.25,13
54,Kings XI Punjab,RG Sharma,2.0,0,24,0,12.0,3
54,Kings XI Punjab,SL Malinga,4.0,0,24,2,6.0,9
54,Kings XI Punjab,TL Suman,3.0,0,23,0,7.67,5
59,Deccan Chargers,DS Kulkarni,4.0,0,26,3,6.5,5
59,Deccan Chargers,Harbhajan Singh,4.0,0,26,1,6.5,9
59,Deccan Chargers,KA Pollard,2.0,0,10,1,5.0,5
59,Deccan Chargers,MM Patel,4.0,0,37,0,9.25,8
59,Deccan Chargers,SL Malinga,4.0,0,17,1,4.25,12
59,Deccan Chargers,TL Suman,2.0,0,15,0,7.5,2
66,Rajasthan Royals,DS Kulkarni,2.0,0,19,0,9.5,3
66,Rajasthan Royals,Harbhajan Singh,2.0,0,27,0,13.5,5
66,Rajasthan Royals,JEC Franklin,0.1,0,4,0,24.0,0
66,Rajasthan Royals,KA Pollard,2.0,0,19,0,9.5,3
66,Rajasthan Royals,MM Patel,3.0,0,23,0,7.67,5
66,Rajasthan Royals,SL Malinga,4.0,0,42,0,10.5,10
70,Kolkata Knight Riders,AN Ahmed,4.0,0,32,2,8.0,12
70,Kolkata Knight Riders,Harbhajan Singh,3.0,0,26,0,8.67,5
70,Kolkata Knight Riders,JEC Franklin,4.0,0,35,2,8.75,7
70,Kolkata Knight Riders,KA Pollard,2.0,0,23,0,11.5,1
70,Kolkata Knight Riders,RW Price,3.0,0,33,0,11.0,1
70,Kolkata Knight Riders,SL Malinga,4.0,0,23,0,5.75,9
72,Kolkata Knight Riders,DS Kulkarni,4.0,0,32,1,8.0,9
72,Kolkata Knight Riders,Harbhajan Singh,4.0,0,26,1,6.5,9
72,Kolkata Knight Riders,JEC Franklin,1.0,0,10,0,10.0,1
72,Kolkata Knight Riders,KA Pollard,3.0,0,31,0,10.33,5
72,Kolkata Knight Riders,MM Patel,4.0,0,27,3,6.75,11
72,Kolkata Knight Riders,SL Malinga,4.0,0,19,1,4.75,10
73,Royal Challengers Bangalore,AN Ahmed,4.0,0,56,1,14.0,5
73,Royal Challengers Bangalore,Harbhajan Singh,4.0,0,40,0,10.0,9
73,Royal Challengers Bangalore,KA Pollard,3.0,0,24,1,8.0,5
73,Royal Challengers Bangalore,MM Patel,4.0,0,27,2,6.75,7
73,Royal Challengers Bangalore,RG Sharma,1.0,0,14,0,14.0,1
73,Royal Challengers Bangalore,SL Malinga,4.0,0,24,0,6.0,9
