match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2019-03-24,Mumbai Indians,Wankhede Stadium,7,6,1,0,116.67,c Q de Kock b MJ McClenaghan,1
5,2019-03-26,Chennai Super Kings,Arun Jaitley Stadium,24,16,5,0,150.0,c SR Watson b DL Chahar,1
10,2019-03-30,Kolkata Knight Riders,Arun Jaitley Stadium,99,55,12,3,180.0,c KD Karthik b LH Ferguson,1
13,2019-04-01,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,0,1,0,0,0.0,c KL Rahul b R Ashwin,1
16,2019-04-04,Sunrisers Hyderabad,Arun Jaitley Stadium,11,11,2,0,100.0,b B Kumar,1
20,2019-04-07,Royal Challengers Bangalore,M.Chinnaswamy Stadium,28,22,5,0,127.27,c AD Nath b P Negi,1
26,2019-04-12,Kolkata Knight Riders,Eden Gardens,14,7,0,2,200.0,c KD Karthik b M Prasidh Krishna,1
30,2019-04-14,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,4,5,0,0,80.0,c JM Bairstow b KK Ahmed,1
34,2019-04-18,Mumbai Indians,Arun Jaitley Stadium,20,24,2,0,83.33,c HH Pandya b RD Chahar,1
37,2019-04-20,Kings XI Punjab,Arun Jaitley Stadium,13,11,1,1,118.18,run out (),1
40,2019-04-22,Rajasthan Royals,Sawai Mansingh Stadium,42,39,4,1,107.69,c R Parag b S Gopal,1
46,2019-04-28,Royal Challengers Bangalore,Arun Jaitley Stadium,18,10,4,0,180.0,c PA Patel b UT Yadav,1
50,2019-05-01,Chennai Super Kings,MA Chidambaram Stadium,4,5,1,0,80.0,c SK Raina b DL Chahar,1
53,2019-05-04,Rajasthan Royals,Arun Jaitley Stadium,8,8,1,0,100.0,b IS Sodhi,1
58,2019-05-08,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,56,38,6,2,147.37,c V Shankar b KK Ahmed,1
59,2019-05-10,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,5,6,1,0,83.33,lbw b DL Chahar,1
