innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Rahmanullah Gurbaz,11,2.3
1,Kolkata Knight Riders,2,SP Narine,69,8.1
1,Kolkata Knight Riders,3,A Raghuvanshi,71,8.4
1,Kolkata Knight Riders,4,AM Rahane,103,13.2
1,Kolkata Knight Riders,5,AD Russell,149,17.6
1,Kolkata Knight Riders,6,RK Singh,167,19.3
2,Chennai Super Kings,1,A Mhatre,0,1.2
2,Chennai Super Kings,2,DP Conway,25,2.5
2,Chennai Super Kings,3,Urvil Patel,37,3.6
2,Chennai Super Kings,4,R Ashwin,56,5.6
2,Chennai Super Kings,5,RA Jadeja,60,6.2
2,Chennai Super Kings,6,D Brevis,127,13.1
2,Chennai Super Kings,7,S Dube,170,19.4
2,Chennai Super Kings,8,Noor Ahmad,172,19.6
