innings,team,wicket_number,player_out,score,over
1,Lucknow Super Giants,1,D Padikkal,1,1.3
1,Lucknow Super Giants,2,MP Stoinis,49,6.6
1,Lucknow Super Giants,3,DJ Hooda,69,10.3
1,Lucknow Super Giants,4,N Pooran,178,17.5
1,Lucknow Super Giants,5,Arshad Khan,178,17.6
1,Lucknow Super Giants,6,KL Rahul,178,18.1
2,Mumbai Indians,1,D Brevis,88,9.4
2,Mumbai Indians,2,SA Yadav,89,10.2
2,Mumbai Indians,3,RG Sharma,97,11.5
2,Mumbai Indians,4,HH Pandya,116,14.3
2,Mumbai Indians,5,N Wadhera,120,15.2
2,Mumbai Indians,6,Ishan Kishan,188,20.3
