innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,3,Lucknow Super Giants,D Padikkal,N Thushara,Navdeep Singh,wicket,struck down,False
1,2,3,Lucknow Super Giants,MP Stoinis,Arjun Tendulkar,R Pandit,wicket,upheld,False
