innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,B Sai Sudharsan,37,4.4
1,Gujarat Titans,2,Shubman Gill,83,10.3
1,Gujarat Titans,3,GD Phillips,119,14.6
1,Gujarat Titans,4,JC Buttler,129,16.4
1,Gujarat Titans,5,Washington Sundar,144,19.1
1,Gujarat Titans,6,M Shahrukh Khan,150,19.6
2,Punjab Kings,1,Priyansh Arya,7,2.2
2,Punjab Kings,2,P Simran Singh,83,10.3
2,Punjab Kings,3,SS Iyer,110,13.1
2,Punjab Kings,4,N Wadhera,113,14.1
2,Punjab Kings,5,Shashank Singh,118,15.2
2,Punjab Kings,6,MP Stoinis,118,15.4
2,Punjab Kings,7,M Jansen,144,18.4
