innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,RD Gaikwad,12,14,1,0,85.71,c M Shahrukh Khan b Arshdeep Singh,1
1,Chennai Super Kings,F du Plessis,76,55,8,2,138.18,c KL Rahul b Mohammed Shami,2
1,Chennai Super Kings,MM Ali,0,6,0,0,0.0,c KL Rahul b Arshdeep Singh,3
1,Chennai Super Kings,RV Uthappa,2,6,0,0,33.33,c Harpreet Brar b CJ Jordan,4
1,Chennai Super Kings,AT Rayudu,4,5,0,0,80.0,c Arshdeep Singh b CJ Jordan,5
1,Chennai Super Kings,MS Dhoni,12,15,2,0,80.0,b Ravi Bishnoi,6
1,Chennai Super Kings,RA Jadeja,15,17,1,0,88.24,not out,7
1,Chennai Super Kings,DJ Bravo,4,2,1,0,200.0,not out,8
2,Punjab Kings,KL Rahul,98,42,7,8,233.33,not out,1
2,Punjab Kings,MA Agarwal,12,12,2,0,100.0,lbw b SN Thakur,2
2,Punjab Kings,SN Khan,0,3,0,0,0.0,c F du Plessis b SN Thakur,3
2,Punjab Kings,M Shahrukh Khan,8,10,0,1,80.0,c DJ Bravo b DL Chahar,4
2,Punjab Kings,AK Markram,13,8,0,1,162.5,c MS Dhoni b SN Thakur,5
2,Punjab Kings,MC Henriques,3,3,0,0,100.0,not out,6
