match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
4,2013-04-06,Delhi Daredevils,Feroz Shah Kotla,1.0,0,11,0,11.0,1,0,0
18,2013-04-14,Kings XI Punjab,Sawai Mansingh Stadium,1.0,0,4,0,4.0,2,0,0
23,2013-04-17,Mumbai Indians,Sawai Mansingh Stadium,3.0,0,14,2,4.67,8,0,0
30,2013-04-22,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2.0,0,20,0,10.0,0,1,0
36,2013-04-27,Sunrisers Hyderabad,Sawai Mansingh Stadium,4.0,0,25,1,6.25,10,2,0
40,2013-04-29,Royal Challengers Bangalore,Sawai Mansingh Stadium,1.0,0,8,0,8.0,2,0,0
47,2013-05-03,Kolkata Knight Riders,Eden Gardens,1.0,0,8,0,8.0,3,0,0
50,2013-05-05,Pune Warriors,Sawai Mansingh Stadium,2.0,0,19,0,9.5,7,1,0
52,2013-05-07,Delhi Daredevils,Sawai Mansingh Stadium,2.0,0,3,1,1.5,9,0,0
61,2013-05-12,Chennai Super Kings,Sawai Mansingh Stadium,3.0,0,17,1,5.67,7,1,0
66,2013-05-15,Mumbai Indians,Wankhede Stadium,1.0,0,11,0,11.0,1,0,0
68,2013-05-17,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",1.0,0,9,0,9.0,2,0,0
74,2013-05-22,Sunrisers Hyderabad,Feroz Shah Kotla,1.0,0,2,0,2.0,4,0,0
75,2013-05-24,Mumbai Indians,Eden Gardens,1.0,0,11,1,11.0,1,0,0
