innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Punjab Kings,P Simran Singh,0,1,0,0,0.0,lbw b B Kumar,1
1,Punjab Kings,S Dhawan,99,66,12,5,150.0,not out,2
1,Punjab Kings,MW Short,1,3,0,0,33.33,lbw b M Jansen,3
1,Punjab Kings,JM Sharma,4,9,1,0,44.44,c AK Markram b M Jansen,4
1,Punjab Kings,SM Curran,22,15,3,1,146.67,c B Kumar b M Markande,5
1,Punjab Kings,Sikandar Raza,5,6,0,0,83.33,c MA Agarwal b Umran Malik,6
1,Punjab Kings,M Shahrukh Khan,4,3,1,0,133.33,lbw b M Markande,7
1,Punjab Kings,Harpreet Brar,1,2,0,0,50.0,b Umran Malik,8
1,Punjab Kings,RD Chahar,0,8,0,0,0.0,lbw b M Markande,9
1,Punjab Kings,NT Ellis,0,5,0,0,0.0,b M Markande,10
1,Punjab Kings,Mohit Rathee,1,2,0,0,50.0,not out,11
2,Sunrisers Hyderabad,HC Brook,13,14,3,0,92.86,b Arshdeep Singh,1
2,Sunrisers Hyderabad,MA Agarwal,21,20,3,0,105.0,c SM Curran b RD Chahar,2
2,Sunrisers Hyderabad,RA Tripathi,74,48,10,3,154.17,not out,3
2,Sunrisers Hyderabad,AK Markram,37,21,6,0,176.19,not out,4
