innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiants,1,AM Rahane,11,13,SS Tiwary,1,2,13,15
1,Rising Pune Supergiants,2,SPD Smith,65,36,AM Rahane,42,32,111,67
1,Rising Pune Supergiants,3,SPD Smith,36,18,MS Dhoni,26,17,64,35
1,Rising Pune Supergiants,4,NLTC Perera,3,2,MS Dhoni,4,1,7,3
2,Gujarat Lions,1,DR Smith,46,27,BB McCullum,43,22,93,49
2,Gujarat Lions,2,DR Smith,17,10,SK Raina,5,6,22,16
2,Gujarat Lions,3,KD Karthik,33,20,SK Raina,17,13,51,33
2,Gujarat Lions,4,SK Raina,6,6,DJ Bravo,7,6,14,12
2,Gujarat Lions,5,RA Jadeja,0,1,SK Raina,0,0,0,1
2,Gujarat Lions,6,JP Faulkner,6,3,SK Raina,6,3,13,6
2,Gujarat Lions,7,Ishan Kishan,0,1,JP Faulkner,0,0,0,1
2,Gujarat Lions,8,JP Faulkner,3,2,P Kumar,0,0,3,2
