innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,DJ Bravo,4.0,0,40,1,10.0,4,1,0
1,Gujarat Lions,DS Kulkarni,3.0,0,25,0,8.33,4,1,0
1,Gujarat Lions,JP Faulkner,2.0,0,22,0,11.0,0,0,0
1,Gujarat Lions,P Kumar,4.0,0,37,0,9.25,8,0,0
1,Gujarat Lions,RA Jadeja,4.0,0,37,0,9.25,6,2,0
1,Gujarat Lions,S Kaushik,3.0,0,32,0,10.67,5,0,1
2,Rising Pune Supergiants,AB Dinda,4.0,0,40,2,10.0,8,3,0
2,Rising Pune Supergiants,JA Morkel,2.0,0,30,0,15.0,4,2,0
2,Rising Pune Supergiants,M Ashwin,3.0,0,22,0,7.33,6,0,0
2,Rising Pune Supergiants,NLTC Perera,4.0,0,41,2,10.25,5,1,0
2,Rising Pune Supergiants,R Ashwin,4.0,0,37,0,9.25,4,1,0
2,Rising Pune Supergiants,R Bhatia,3.0,0,26,1,8.67,3,0,0
