match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2017-04-06,Mumbai Indians,Maharashtra Cricket Association Stadium,21,14,3,0,150.0,c TG Southee b HH Pandya,4
4,2017-04-08,Kings XI Punjab,Holkar Cricket Stadium,50,32,2,3,156.25,c & b AR Patel,4
9,2017-04-11,Delhi Daredevils,Maharashtra Cricket Association Stadium,2,5,0,0,40.0,c RR Pant b PJ Cummins,5
13,2017-04-14,Gujarat Lions,Saurashtra Cricket Association Stadium,25,18,2,1,138.89,b AJ Tye,4
17,2017-04-16,Royal Challengers Bangalore,M Chinnaswamy Stadium,2,3,0,0,66.67,b AF Milne,5
24,2017-04-22,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,10,9,1,0,111.11,c V Shankar b B Kumar,5
28,2017-04-24,Mumbai Indians,Wankhede Stadium,17,12,2,0,141.67,b MG Johnson,5
39,2017-05-01,Gujarat Lions,Maharashtra Cricket Association Stadium,103,63,7,6,163.49,not out,5
41,2017-05-03,Kolkata Knight Riders,Eden Gardens,14,15,1,0,93.33,c & b SP Narine,5
44,2017-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",39,25,1,3,156.0,b Rashid Khan,4
52,2017-05-12,Delhi Daredevils,Feroz Shah Kotla,33,25,3,2,132.0,c CJ Anderson b Mohammed Shami,5
