match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2008-04-20,Royal Challengers Bangalore,Wankhede Stadium,20,14,1,1,142.86,c Z Khan b P Kumar,6
8,2008-04-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",45,20,6,1,225.0,not out,6
10,2008-04-25,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",2,3,0,0,66.67,c PP Chawla b IK Pathan,7
14,2008-04-27,Deccan Chargers,Dr DY Patil Sports Academy,34,19,1,3,178.95,c AC Gilchrist b DNT Zoysa,6
23,2008-05-04,Delhi Daredevils,Dr DY Patil Sports Academy,2,6,0,0,33.33,b V Sehwag,6
27,2008-05-07,Rajasthan Royals,Dr DY Patil Sports Academy,12,13,1,0,92.31,not out,5
42,2008-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",38,24,3,2,158.33,c RG Sharma b RP Singh,4
45,2008-05-21,Kings XI Punjab,Wankhede Stadium,27,18,1,2,150.0,c TM Srivastava b PP Chawla,4
50,2008-05-24,Delhi Daredevils,Feroz Shah Kotla,1,3,0,0,33.33,c TM Dilshan b B Geeves,5
53,2008-05-26,Rajasthan Royals,Sawai Mansingh Stadium,25,18,3,0,138.89,lbw b Sohail Tanvir,3
