innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,23,4.1
1,Kolkata Knight Riders,2,MK Pandey,34,5.2
1,Kolkata Knight Riders,3,RV Uthappa,44,7.2
1,Kolkata Knight Riders,4,PP Chawla,55,10.2
1,Kolkata Knight Riders,5,Shakib Al Hasan,61,12.3
1,Kolkata Knight Riders,6,SA Yadav,102,17.5
1,Kolkata Knight Riders,7,YK Pathan,120,19.2
1,Kolkata Knight Riders,8,JO Holder,122,20.3
2,Gujarat Lions,1,DR Smith,0,1.1
2,Gujarat Lions,2,BB McCullum,18,2.2
2,Gujarat Lions,3,KD Karthik,38,4.5
2,Gujarat Lions,4,AJ Finch,97,10.5
