innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kolkata Knight Riders,1,RV Uthappa,13,11,G Gambhir,8,8,23,19
1,Kolkata Knight Riders,2,MK Pandey,1,3,RV Uthappa,10,4,11,7
1,Kolkata Knight Riders,3,PP Chawla,7,8,RV Uthappa,2,4,10,12
1,Kolkata Knight Riders,4,YK Pathan,5,10,PP Chawla,4,8,11,18
1,Kolkata Knight Riders,5,Shakib Al Hasan,3,8,YK Pathan,2,5,6,13
1,Kolkata Knight Riders,6,SA Yadav,17,14,YK Pathan,24,18,41,32
1,Kolkata Knight Riders,7,JO Holder,12,6,YK Pathan,5,3,18,9
1,Kolkata Knight Riders,8,SP Narine,1,5,JO Holder,1,2,2,7
1,Kolkata Knight Riders,9,SP Narine,1,2,M Morkel,1,1,2,3
2,Gujarat Lions,1,DR Smith,0,1,BB McCullum,0,0,0,1
2,Gujarat Lions,2,SK Raina,6,4,BB McCullum,6,3,18,7
2,Gujarat Lions,3,KD Karthik,12,8,SK Raina,7,7,20,15
2,Gujarat Lions,4,AJ Finch,26,23,SK Raina,23,13,59,36
2,Gujarat Lions,5,RA Jadeja,11,10,SK Raina,17,12,28,22
